ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
-0.3173770241554709,0.2020464615258784,-0.5546336134080713,-0.6665272304128292,-0.6066357194074544,-0.19929647746796553,0.506221046581009,-0.084314763083249,-1.3411035034131238
-0.2756055238793533,-0.08006604058329161,1.3687364620867701,1.7438126442233592,0.2998463824049203,0.8825856281421806,-1.6542073640716177,0.019074846563694053,0.09082873597830302
-0.17210348796778194,0.28302115491110486,-0.42399001539246134,-0.24879086745314463,-0.9903772338986186,0.8384859815551611,-0.1348601706126432,0.2749968356080397,1.274183025659811
-0.004750886581558333,-0.39787949444897114,-1.0630863098485848,1.6816065007513505,-0.3816172181541341,0.6901722739758026,-0.286850890416216,-1.2309706905330235,-0.9235839869034296
-0.4656383923211825,-0.4164133803735161,-0.4772270327929438,0.22352046479232243,-0.0330461074708649,-0.3405177360476199,0.9285539318670266,-0.1443363810124742,0.788260498443768
0.5389490325675057,0.9159735916241417,-1.0592021295837104,0.12297999123337847,0.35145317539060655,0.2334884003543229,-2.4931070291621507,-0.20380250616821544,0.3577425916859831
-0.004750886581558333,-0.0700670958972808,-1.221583317146491,0.09997305712519423,1.8124404947734587,0.018182636402735187,0.29269007431123517,-2.012434842299597,-1.3482404684498537
0.36201713392952334,-0.4224095466052192,1.3219800593288555,-0.5554680692969048,0.9910554899140823,-1.2219755909106849,-0.05671108288824041,1.0366457549478638,-0.689795428871001
-0.004750886581558333,-1.0418560008547015,0.29164496760762804,0.10058716738410013,-0.07673747019111682,-0.14499984035874097,-0.8124754668156284,0.4789809386307536,-0.9552637615366459
0.6421214093394588,-0.8324436403904286,-0.32808130842325484,0.6132199692247858,1.9849904697494702,-0.9343328532538279,0.2818382888154602,0.10393754464810312,-0.28744010137790016
-0.10780963803702379,0.4290984867966237,0.0832570393081729,-0.7322172417055893,0.0025688911095617974,0.5836176274444747,-0.107096835122037,-0.14607441575173596,0.24327018905353026
0.569651832816984,-0.7089264565265244,-0.9749326590356611,-0.10075518658764766,0.6378235950450059,0.5537206434338193,0.6777400684332773,0.10372147262844976,-0.7516902956934653
0.7896781948961082,-1.2535835629097491,0.2236502351196597,0.33465518241367287,0.12739909339596014,-0.10049014304049338,-0.3002079412963208,0.01393732578533155,-0.5525912983253873
-0.16857425113894253,-0.9140113401197492,0.7015657660575227,0.0049424746723154755,-0.41146708375055285,1.3029261905386798,2.1975393432933026,0.7492103079178307,1.453713275623283
-1.2020082640827274,-0.012718803068947633,0.21893347252929438,-0.8680889869019147,0.038943677386953805,1.050634303527311,1.3202444094358607,0.1325982707807889,2.3612175997981684
-0.004750886581558333,-0.7761758278436345,-0.18727956016502048,-0.13323997042528535,0.9257559801346991,-0.8888383294773149,0.6550071066764259,-0.19560623864056156,0.024427825696279756
2.9827891013959755,-0.3007492710873953,-1.0993798230898801,-0.026636138491582695,-0.327438799100779,0.955270358924896,0.6182261350825351,0.6813257535295941,1.5493969513891686
-2.5036378622134055,-1.2813486418699769,-0.025686829292958333,-1.3491857274318164,0.0025688911095617974,0.13497209937967106,0.13320196334682688,-0.6227556159884892,2.5906509742948307
-1.1806234911232354,-0.7716046402476953,0.2992203723364542,-1.8409763811831084,0.9154079577364457,0.7913588192982733,0.2651346358137194,-2.097774760711484,-2.75653169456889
